filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00000.au.wav,0.4096622236274361,0.12787604331970215,1726.1002143181433,1965.787103122881,3669.196193898637,0.043103376655549114,-183.91925319360416,184.1635962499482,-44.58927697941771,42.46227430801213,8.501670611713307,2.4122377378053024,15.969197490906428,-13.633714126599127,11.274905583349533,-1.8349427935769183,-4.811766839185925,8.058839495532464,-6.687863065415017,4.991797374107751,1.687891421067308,-1.3903000807538337,4.828612278889605,-5.030711153202426,0.33469715441741343,0.3952708024236427,blues
blues.00001.au.wav,0.43900173201472276,0.093927763402462,1450.621227528507,1971.7394223642455,3292.531675971578,0.029514958852958236,-268.6473429461793,172.31810996032902,-12.65337392823315,45.50850894989962,6.852768811659302,9.848354715714814,18.72132723248513,-10.531306382418476,18.116190278264735,3.6606964739430734,-4.847225989153763,9.800512933183509,-4.498613433127498,2.3408502978846464,1.2318804038390556,-1.1989798546043462,2.6991750197995907,-6.3556358180407795,0.24145899687221087,0.9025322016061503,blues
blues.00002.au.wav,0.420743199395569,0.17327921092510223,1493.2747542532422,1698.247838187341,2891.0781612529004,0.03899849097302784,-169.13673544284487,209.00840718549438,-48.92157305510852,34.30601569470941,-1.2950852559415984,-1.589918529846507,21.662208890869618,-11.179671544212985,8.004234133094357,-2.680983890930683,-3.0185644966051526,6.634933425715945,-9.890283097834827,2.7994876831722078,-1.6046089827008605,-6.343034068974039,-1.2104658785224682,-7.088697685574126,1.9243274827702461,-3.28748047555106,blues
blues.00003.au.wav,0.547730369794238,0.1389753371477127,996.797580252767,1524.3905682599936,1994.802297074391,0.017084556868716162,-255.85012177505195,187.6607955753084,4.704634618638076,28.99569942879712,10.632091866521797,5.697844675771063,14.279816610413093,-3.43692063354557,7.937429045080892,4.176341820623377,3.0001126175740733,7.708869877233143,-1.7344232459163258,5.0862628507391365,2.63957752279293,-2.399878448923416,1.0874222212881988,-1.5869859672364157,1.9885578712189116,-0.3327436366201901,blues
blues.00004.au.wav,0.3369118154879954,0.08980652689933777,1749.5501764126122,1700.629027133008,3388.540118365719,0.051998176781225834,-229.93154470439342,186.6159548108395,-45.06373537913792,22.18020981230247,-7.4954307543917125,-20.71753306472072,8.41797921070913,-18.14126892967852,-6.115875838522811,-3.5304615108530033,-8.065817307129656,0.9238927600965343,-10.898720715027304,-4.56783933046775,-1.3491016409778747,-7.7320522582200315,-4.8562047141942655,-7.875706908430488,-3.738386052748984,-3.0777363536978792,blues
blues.00005.au.wav,0.37882765798478757,0.10194114595651627,1737.7125560912446,1672.8727821168177,3299.6594493184457,0.04872824070717324,-235.8329421713877,170.24387748902993,-28.676227630841723,29.56888864091789,2.5905004731528103,-13.549444786273689,9.789509357184333,-15.546541829179949,-4.415796974951998,0.27322953540636546,-7.681556347000539,-0.8154390855626898,-10.075721519632275,-4.728202438263309,-2.9797011462934093,-12.45600998380318,-4.875510322996246,-4.0042530023612475,-5.066055179069398,-2.1963459871644115,blues
blues.00006.au.wav,0.36154532875045503,0.1389291137456894,1372.134113921393,1343.964316021678,2644.22072125145,0.037132788331399845,-241.52924594763144,170.97778296630267,-21.963566577423602,6.264283053321873,24.81166760632552,8.373572021078374,0.032054451486233586,-16.89041931231413,-6.123973410378955,0.18852287092423178,-7.0123343456714124,-4.3085958197331795,-6.449985385897593,-4.155913468676667,-3.014491832747438,-8.825335179339897,-6.672334012826085,-5.6735633785392885,-8.29218227818278,-9.497936068821906,blues
blues.00007.au.wav,0.3994695816134359,0.1294558048248291,1378.1091653126189,1529.752958188541,2800.249012108469,0.03144599224187935,-237.09697031878798,182.7175233092539,-24.79233305377152,20.948947839706374,21.966034996401785,7.471365933794811,9.42424218142641,-15.96684260425709,-0.4732975716626068,2.272501321083136,-11.674127353359635,-1.9259156807074664,-6.41066864735171,-7.515279183087477,-1.5063859840527445,-5.428199393521172,-5.998646918688748,-7.012456283277841,-6.695229851953697,-7.649288397962368,blues
blues.00008.au.wav,0.50286947887987,0.14079417288303375,1648.489296276535,1999.0297179458387,3653.000493945766,0.03338854347931168,-196.66086181641882,191.56107101009258,-47.33143214121514,53.9102561934604,7.369951824991742,4.362598389340383,18.34780075832928,-18.60505510331073,16.88486773047374,2.08348501507748,-1.1386624874276203,17.4353321991335,-4.130646442977338,4.706145015655048,-2.7844489954700005,-6.39733890848168,6.908312684658276,-4.776716878139345,-1.2589509370742922,-3.0810641302972477,blues
blues.00009.au.wav,0.3326599656459189,0.08024720102548599,1736.030041791001,1936.6003230085028,3773.89785518779,0.041015058548433875,-271.0679354397993,167.43546872184308,-29.042789091596738,38.6788129115934,6.394558464374585,-13.865951511699071,11.036712776843716,-8.845256974142716,4.604592695911908,-2.079066699363311,-11.023205185323587,5.133238241928699,-5.489927864657025,0.1551926745523648,5.103197243615386,-6.25481486464767,-1.5820258800037472,-1.6997784014011685,-0.8604518506639862,-0.5966666090534254,blues
